session_id,timestamp,device_model,firmware_version,satellite_id,ground_station_id,service_type,snr_db,elevation_degrees,handshake_latency_ms,packet_drop_rate
SES-188546,2026-08-16 04:39:41,Watch Ultra 3,v18.2.0-b2,GS-LEO-17,GS-CA-B,Messages_Satellite,17.3,53.3,3427.0,0.006
SES-188547,2026-08-23 04:42:46,Watch Ultra 3,v18.2.1,GS-LEO-07,GS-OR-D,FindMy_Ping,15.86,83.2,810.0,0.0452
SES-188548,2026-08-16 11:38:10,iPhone 15 Pro,v18.2.1,GS-LEO-22,GS-CA-B,Messages_Satellite,17.97,50.5,763.0,0.4412
SES-188549,2026-08-26 17:34:26,iPhone 17 Pro,v18.2.0-b2,GS-LEO-09,GS-OR-D,FindMy_Ping,13.31,69.2,4358.0,0.0865
SES-188550,2026-08-06 19:16:29,iPhone 17 Pro,v18.1.0,GS-LEO-05,GS-FL-C,Roadside_Assistance,15.57,25.5,816.0,0.1266
SES-188551,2026-08-02 03:35:45,Watch Ultra 2,v18.2.1,GS-LEO-10,GS-TX-A,Messages_Satellite,10.05,55.2,933.0,0.0266
SES-188552,2026-08-02 17:31:46,iPhone 16 Pro,v18.1.0,GS-LEO-24,GS-FL-C,Messages_Satellite,8.53,34.2,976.0,0.1316
SES-188553,2026-08-04 18:06:09,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-TX-A,Messages_Satellite,8.58,42.7,961.0,0.0119
SES-188554,2026-08-18 21:50:58,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-OR-D,Messages_Satellite,11.5,24.5,810.0,0.0604
SES-188555,2026-08-15 21:24:12,iPhone 17 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,16.42,19.1,779.0,0.0131
SES-188556,2026-08-15 23:19:18,Watch Ultra 2,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,16.26,40.5,796.0,0.1136
SES-188557,2026-08-23 07:18:06,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-TX-A,Emergency_SOS,14.39,20.9,766.0,0.0456
SES-188558,2026-08-18 11:10:07,iPhone 17 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Emergency_SOS,16.04,63.0,789.0,0.0105
SES-188559,2026-08-04 01:58:26,iPhone 15 Pro,v18.2.1,GS-LEO-22,GS-OR-D,FindMy_Ping,12.5,62.2,877.0,0.0126
SES-188560,2026-08-09 17:15:10,iPhone 15 Pro,v18.1.0,GS-LEO-20,GS-OR-D,Messages_Satellite,11.6,29.4,879.0,0.1334
SES-188561,2026-08-13 16:13:34,iPhone 17 Pro,v18.2.1,GS-LEO-20,GS-FL-C,Roadside_Assistance,11.31,57.9,875.0,0.033
SES-188562,2026-08-19 00:30:27,Watch Ultra 2,v18.2.1,GS-LEO-10,GS-TX-A,Emergency_SOS,18.35,27.5,832.0,0.0126
SES-188563,2026-08-24 19:09:58,Watch Ultra 3,v18.2.1,GS-LEO-23,GS-OR-D,Messages_Satellite,11.17,73.3,948.0,0.0733
SES-188564,2026-08-12 09:53:23,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-FL-C,FindMy_Ping,18.57,65.6,785.0,0.0618
SES-188565,2026-08-24 03:26:56,Watch Ultra 2,v18.2.1,GS-LEO-20,GS-TX-A,Messages_Satellite,16.57,78.6,843.0,0.0735
SES-188566,2026-08-28 16:11:24,iPhone 16 Pro,v18.2.1,GS-LEO-02,GS-TX-A,Emergency_SOS,17.34,71.2,682.0,0.1034
SES-188567,2026-08-27 06:18:18,Watch Ultra 2,v18.2.1,GS-LEO-18,GS-FL-C,Emergency_SOS,13.07,57.5,897.0,0.0521
SES-188568,2026-08-14 00:30:19,iPhone 17 Pro,v18.2.1,GS-LEO-13,GS-OR-D,Messages_Satellite,10.37,59.2,918.0,0.1673
SES-188569,2026-08-25 19:22:22,iPhone 16 Pro,v18.2.1,GS-LEO-12,GS-TX-A,Messages_Satellite,7.82,63.4,1031.0,0.0026
SES-188570,2026-08-02 20:11:25,iPhone 17 Pro,v18.2.1,GS-LEO-17,GS-TX-A,Roadside_Assistance,10.61,43.8,942.0,0.0612
SES-188571,2026-08-03 18:26:03,iPhone 15 Pro,v18.2.1,GS-LEO-08,GS-TX-A,Messages_Satellite,15.82,53.9,768.0,0.0752
SES-188572,2026-08-08 02:53:51,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Roadside_Assistance,15.35,17.9,801.0,0.0249
SES-188573,2026-08-01 04:48:05,Watch Ultra 3,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,13.07,50.7,825.0,0.1101
SES-188574,2026-08-11 19:30:48,iPhone 15 Pro,v18.2.0-b2,GS-LEO-07,GS-TX-A,FindMy_Ping,17.19,80.1,828.0,0.0683
SES-188575,2026-08-09 03:49:43,iPhone 16 Pro,v18.2.0-b2,GS-LEO-17,GS-FL-C,FindMy_Ping,10.85,71.7,894.0,0.0206
SES-188576,2026-08-26 04:05:53,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-TX-A,Emergency_SOS,11.96,35.5,872.0,0.0554
SES-188577,2026-08-24 23:45:27,iPhone 17 Pro,v18.2.0-b2,GS-LEO-09,GS-OR-D,Messages_Satellite,12.6,70.7,880.0,0.091
SES-188578,2026-08-03 12:01:48,iPhone 15 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Roadside_Assistance,6.84,35.4,3122.0,0.3365
SES-188579,2026-08-22 10:45:31,iPhone 15 Pro,v18.2.1,GS-LEO-21,GS-CA-B,Messages_Satellite,19.0,44.0,805.0,0.0264
SES-188580,2026-08-26 08:40:23,Watch Ultra 3,v18.1.0,GS-LEO-17,GS-TX-A,Messages_Satellite,16.18,76.1,753.0,0.0492
SES-188581,2026-08-29 01:24:16,Watch Ultra 2,v18.2.0-b2,GS-LEO-11,GS-FL-C,Messages_Satellite,12.65,32.9,4223.0,0.0669
SES-188582,2026-08-19 15:51:17,iPhone 16 Pro,v18.2.1,GS-LEO-10,GS-FL-C,Messages_Satellite,18.99,61.0,823.0,0.0062
SES-188583,2026-08-04 07:03:51,iPhone 15 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Messages_Satellite,8.23,40.0,3216.0,0.0862
SES-188584,2026-08-24 05:39:30,iPhone 17 Pro,v18.1.0,GS-LEO-01,GS-TX-A,Messages_Satellite,12.78,20.3,906.0,0.0571
SES-188585,2026-08-26 13:34:46,Watch Ultra 2,v18.1.0,GS-LEO-06,GS-CA-B,Roadside_Assistance,15.63,84.6,722.0,0.1352
SES-188586,2026-08-12 09:19:24,Watch Ultra 3,v18.2.1,GS-LEO-07,GS-CA-B,Messages_Satellite,15.06,16.5,799.0,0.1034
SES-188587,2026-08-08 06:39:52,iPhone 15 Pro,v18.2.0-b2,GS-LEO-04,GS-OR-D,Messages_Satellite,11.35,33.5,1005.0,0.0149
SES-188588,2026-08-07 11:04:29,iPhone 17 Pro,v18.1.0,GS-LEO-10,GS-OR-D,FindMy_Ping,15.93,64.5,718.0,0.0969
SES-188589,2026-08-19 02:39:34,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-OR-D,FindMy_Ping,13.07,69.3,4065.0,0.0981
SES-188590,2026-08-03 19:36:32,iPhone 15 Pro,v18.1.0,GS-LEO-22,GS-OR-D,FindMy_Ping,14.41,67.1,809.0,0.013
SES-188591,2026-08-30 00:56:25,Watch Ultra 2,v18.1.0,GS-LEO-13,GS-CA-B,Emergency_SOS,11.89,39.6,961.0,0.0196
SES-188592,2026-08-06 01:26:15,iPhone 17 Pro,v18.1.0,GS-LEO-03,GS-TX-A,Messages_Satellite,11.93,23.0,893.0,0.1034
SES-188593,2026-08-18 21:05:08,Watch Ultra 3,v18.2.0-b2,GS-LEO-06,GS-OR-D,FindMy_Ping,10.99,80.7,956.0,0.0592
SES-188594,2026-08-18 12:19:33,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-OR-D,FindMy_Ping,13.15,19.8,883.0,0.0472
SES-188595,2026-08-22 23:02:03,iPhone 16 Pro,v18.2.0-b2,GS-LEO-04,GS-FL-C,FindMy_Ping,8.72,19.1,977.0,0.0583
SES-188596,2026-08-12 03:16:55,Watch Ultra 2,v18.1.0,GS-LEO-02,GS-CA-B,FindMy_Ping,13.08,56.1,863.0,0.0916
SES-188597,2026-08-08 16:58:57,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-OR-D,Emergency_SOS,19.05,52.1,698.0,0.0355
SES-188598,2026-08-09 15:04:44,iPhone 16 Pro,v18.2.0-b2,GS-LEO-19,GS-TX-A,Messages_Satellite,15.97,79.5,876.0,0.1216
SES-188599,2026-08-08 01:29:59,iPhone 17 Pro,v18.1.0,GS-LEO-04,GS-FL-C,Messages_Satellite,11.46,41.6,908.0,0.0284
SES-188600,2026-08-09 22:39:44,iPhone 16 Pro,v18.1.0,GS-LEO-10,GS-FL-C,Emergency_SOS,10.04,33.4,1006.0,0.1024
SES-188601,2026-08-12 18:30:59,iPhone 15 Pro,v18.1.0,GS-LEO-03,GS-CA-B,Messages_Satellite,13.92,80.1,927.0,0.5944
SES-188602,2026-08-07 13:11:58,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-TX-A,Messages_Satellite,12.91,54.0,810.0,0.0242
SES-188603,2026-08-20 12:09:05,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-OR-D,FindMy_Ping,8.23,33.8,1041.0,0.0995
SES-188604,2026-08-02 19:04:12,Watch Ultra 3,v18.2.1,GS-LEO-17,GS-OR-D,Messages_Satellite,15.73,81.7,933.0,0.0535
SES-188605,2026-08-05 08:58:33,iPhone 17 Pro,v18.2.1,GS-LEO-09,GS-OR-D,FindMy_Ping,5.76,73.8,1054.0,0.1078
SES-188606,2026-08-23 00:19:13,Watch Ultra 2,v18.2.0-b2,GS-LEO-07,GS-TX-A,FindMy_Ping,13.46,21.6,3233.0,0.0895
SES-188607,2026-08-18 10:09:26,Watch Ultra 3,v18.1.0,GS-LEO-01,GS-FL-C,FindMy_Ping,13.79,44.7,897.0,0.0691
SES-188608,2026-08-14 21:23:23,iPhone 15 Pro,v18.2.1,GS-LEO-06,GS-TX-A,Messages_Satellite,14.15,65.0,830.0,0.0755
SES-188609,2026-08-07 23:40:22,iPhone 15 Pro,v18.2.0-b2,GS-LEO-11,GS-OR-D,FindMy_Ping,5.57,73.9,4214.0,0.0404
SES-188610,2026-08-20 02:15:05,Watch Ultra 2,v18.2.1,GS-LEO-22,GS-OR-D,Messages_Satellite,9.98,81.8,909.0,0.0793
SES-188611,2026-08-31 06:00:55,Watch Ultra 2,v18.2.1,GS-LEO-24,GS-OR-D,FindMy_Ping,14.45,45.5,848.0,0.0302
SES-188612,2026-08-26 18:29:05,iPhone 15 Pro,v18.2.1,GS-LEO-08,GS-TX-A,Emergency_SOS,11.38,41.5,985.0,0.0264
SES-188613,2026-08-26 06:33:15,Watch Ultra 3,v18.2.1,GS-LEO-09,GS-TX-A,Roadside_Assistance,12.42,21.2,867.0,0.1023
SES-188614,2026-08-11 00:04:29,iPhone 16 Pro,v18.2.1,GS-LEO-19,GS-FL-C,FindMy_Ping,12.41,22.3,843.0,0.2297
SES-188615,2026-08-09 02:40:30,iPhone 16 Pro,v18.1.0,GS-LEO-02,GS-OR-D,Messages_Satellite,14.89,75.0,793.0,0.1737
SES-188616,2026-08-03 22:19:30,Watch Ultra 2,v18.2.1,GS-LEO-19,GS-TX-A,Messages_Satellite,12.38,16.6,899.0,0.0373
SES-188617,2026-08-30 19:21:42,iPhone 16 Pro,v18.2.0-b2,GS-LEO-03,GS-CA-B,Messages_Satellite,17.49,25.7,736.0,0.1087
SES-188618,2026-08-28 21:21:17,iPhone 17 Pro,v18.2.1,GS-LEO-11,GS-OR-D,Roadside_Assistance,12.34,55.0,888.0,0.317
SES-188619,2026-08-31 15:14:24,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-OR-D,FindMy_Ping,16.22,27.8,909.0,0.1217
SES-188620,2026-08-04 21:13:32,iPhone 15 Pro,v18.2.1,GS-LEO-17,GS-OR-D,Emergency_SOS,11.23,35.8,897.0,0.1214
SES-188621,2026-08-07 14:30:16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-09,GS-TX-A,Emergency_SOS,9.18,79.6,991.0,0.0568
SES-188622,2026-08-14 05:33:41,iPhone 15 Pro,v18.1.0,GS-LEO-11,GS-CA-B,Messages_Satellite,12.29,64.9,889.0,0.107
SES-188623,2026-08-08 05:42:42,iPhone 17 Pro,v18.1.0,GS-LEO-20,GS-FL-C,FindMy_Ping,13.08,51.2,750.0,0.1094
SES-188624,2026-08-11 02:39:28,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Roadside_Assistance,14.28,46.8,803.0,0.0346
SES-188625,2026-08-16 02:11:25,iPhone 16 Pro,v18.1.0,GS-LEO-24,GS-CA-B,FindMy_Ping,13.59,20.8,867.0,0.0641
SES-188626,2026-08-27 19:31:05,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-FL-C,Messages_Satellite,12.36,65.9,860.0,0.0409
SES-188627,2026-08-10 03:28:38,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-FL-C,FindMy_Ping,8.88,17.8,978.0,0.0163
SES-188628,2026-08-31 03:25:22,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-OR-D,Messages_Satellite,11.51,53.6,1009.0,0.0115
SES-188629,2026-08-02 19:49:21,iPhone 15 Pro,v18.2.1,GS-LEO-08,GS-TX-A,Messages_Satellite,18.36,65.8,703.0,0.0391
SES-188630,2026-08-21 07:12:52,iPhone 16 Pro,v18.2.1,GS-LEO-12,GS-OR-D,Messages_Satellite,7.94,54.5,1037.0,0.1736
SES-188631,2026-08-04 19:36:09,iPhone 15 Pro,v18.2.1,GS-LEO-18,GS-FL-C,FindMy_Ping,14.56,47.0,777.0,0.0784
SES-188632,2026-08-26 02:12:10,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Roadside_Assistance,14.75,80.6,826.0,0.0664
SES-188633,2026-08-14 03:23:06,iPhone 16 Pro,v18.2.0-b2,GS-LEO-18,GS-TX-A,Emergency_SOS,12.2,34.5,857.0,0.0326
SES-188634,2026-08-17 02:35:28,iPhone 15 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Roadside_Assistance,14.28,36.9,836.0,0.1931
SES-188635,2026-08-20 16:27:11,iPhone 16 Pro,v18.1.0,GS-LEO-20,GS-FL-C,Messages_Satellite,16.65,38.7,845.0,0.0133
SES-188636,2026-08-24 11:39:55,iPhone 16 Pro,v18.1.0,GS-LEO-17,GS-TX-A,FindMy_Ping,9.4,63.1,945.0,0.0286
SES-188637,2026-08-07 23:23:18,iPhone 15 Pro,v18.2.1,GS-LEO-16,GS-TX-A,Emergency_SOS,18.33,27.6,718.0,0.0443
SES-188638,2026-08-22 06:49:01,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-OR-D,Emergency_SOS,18.66,16.1,780.0,0.0588
SES-188639,2026-08-25 19:22:24,iPhone 17 Pro,v18.1.0,GS-LEO-05,GS-TX-A,Emergency_SOS,10.08,38.1,960.0,0.0363
SES-188640,2026-08-18 00:01:22,iPhone 16 Pro,v18.2.1,GS-LEO-08,GS-OR-D,Emergency_SOS,11.82,40.5,927.0,0.0189
SES-188641,2026-08-24 06:44:38,iPhone 15 Pro,v18.2.1,GS-LEO-01,GS-OR-D,Roadside_Assistance,17.22,41.9,781.0,0.0108
SES-188642,2026-08-10 13:23:49,iPhone 15 Pro,v18.1.0,GS-LEO-15,GS-FL-C,Messages_Satellite,8.27,30.6,1082.0,0.0946
SES-188643,2026-08-02 02:58:03,Watch Ultra 3,v18.2.1,GS-LEO-06,GS-OR-D,Messages_Satellite,14.44,41.6,842.0,0.1114
SES-188644,2026-08-07 11:53:14,iPhone 15 Pro,v18.2.1,GS-LEO-20,GS-TX-A,Messages_Satellite,3.83,61.2,1109.0,0.0381
SES-188645,2026-08-11 04:40:28,Watch Ultra 3,v18.2.0-b2,GS-LEO-11,GS-CA-B,Emergency_SOS,10.45,81.1,960.0,0.1769
SES-188646,2026-08-29 17:31:29,iPhone 15 Pro,v18.1.0,GS-LEO-11,GS-OR-D,Messages_Satellite,14.71,69.9,908.0,0.0807
SES-188647,2026-08-15 02:58:12,Watch Ultra 2,v18.2.1,GS-LEO-23,GS-CA-B,Roadside_Assistance,9.68,22.5,968.0,0.0317
SES-188648,2026-08-28 01:38:21,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-TX-A,Messages_Satellite,15.3,48.5,914.0,0.0622
SES-188649,2026-08-15 03:20:42,iPhone 17 Pro,v18.2.0-b2,GS-LEO-15,GS-FL-C,Roadside_Assistance,9.09,35.6,2676.0,0.0861
SES-188650,2026-08-24 07:19:18,iPhone 16 Pro,v18.2.1,GS-LEO-17,GS-CA-B,Messages_Satellite,10.97,82.1,943.0,0.0819
SES-188651,2026-08-22 10:50:42,Watch Ultra 2,v18.2.1,GS-LEO-07,GS-FL-C,Messages_Satellite,12.85,31.7,883.0,0.0056
SES-188652,2026-08-04 20:37:51,iPhone 17 Pro,v18.2.0-b2,GS-LEO-20,GS-TX-A,FindMy_Ping,15.91,81.2,2462.0,0.0568
SES-188653,2026-08-14 01:00:40,iPhone 17 Pro,v18.1.0,GS-LEO-13,GS-FL-C,Messages_Satellite,10.21,79.6,887.0,0.0332
SES-188654,2026-08-20 03:00:04,iPhone 17 Pro,v18.1.0,GS-LEO-13,GS-OR-D,FindMy_Ping,2.31,40.2,1101.0,0.0074
SES-188655,2026-08-23 20:30:34,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-CA-B,FindMy_Ping,8.75,74.0,935.0,0.038
SES-188656,2026-08-12 08:17:44,Watch Ultra 2,v18.1.0,GS-LEO-02,GS-FL-C,Messages_Satellite,15.6,47.0,798.0,0.0154
SES-188657,2026-08-10 23:53:48,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-FL-C,Messages_Satellite,9.96,81.8,862.0,0.1399
SES-188658,2026-08-29 14:20:06,iPhone 16 Pro,v18.2.1,GS-LEO-19,GS-TX-A,FindMy_Ping,11.68,76.0,853.0,0.0839
SES-188659,2026-08-03 08:32:16,iPhone 17 Pro,v18.2.1,GS-LEO-18,GS-CA-B,FindMy_Ping,21.26,21.2,627.0,0.1324
SES-188660,2026-08-31 05:34:43,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-FL-C,Messages_Satellite,15.51,44.1,787.0,0.1165
SES-188661,2026-08-08 11:19:00,Watch Ultra 3,v18.2.1,GS-LEO-12,GS-FL-C,Emergency_SOS,18.19,42.4,703.0,0.0294
SES-188662,2026-08-06 22:16:18,iPhone 15 Pro,v18.2.1,GS-LEO-10,GS-OR-D,Messages_Satellite,9.96,79.2,839.0,0.0236
SES-188663,2026-08-12 18:51:38,iPhone 17 Pro,v18.2.0-b2,GS-LEO-06,GS-FL-C,FindMy_Ping,11.92,53.2,867.0,0.0143
SES-188664,2026-08-22 11:29:48,iPhone 17 Pro,v18.2.0-b2,GS-LEO-23,GS-OR-D,Messages_Satellite,11.36,80.7,886.0,0.0637
SES-188665,2026-08-02 22:14:15,iPhone 17 Pro,v18.2.1,GS-LEO-23,GS-FL-C,Messages_Satellite,6.54,83.6,1060.0,0.0714
SES-188666,2026-08-06 11:07:18,iPhone 16 Pro,v18.2.1,GS-LEO-08,GS-TX-A,Messages_Satellite,11.39,76.1,961.0,0.087
SES-188667,2026-08-26 08:12:53,iPhone 16 Pro,v18.1.0,GS-LEO-14,GS-OR-D,FindMy_Ping,15.29,56.5,832.0,0.0585
SES-188668,2026-08-11 07:26:10,Watch Ultra 3,v18.2.0-b2,GS-LEO-04,GS-OR-D,Messages_Satellite,8.57,42.8,1014.0,0.0228
SES-188669,2026-08-08 14:07:07,Watch Ultra 2,v18.1.0,GS-LEO-06,GS-TX-A,Messages_Satellite,14.98,59.1,871.0,0.063
SES-188670,2026-08-24 14:00:56,iPhone 16 Pro,v18.2.0-b2,GS-LEO-18,GS-CA-B,Messages_Satellite,8.06,66.7,1017.0,0.093
SES-188671,2026-08-13 17:32:26,iPhone 15 Pro,v18.1.0,GS-LEO-22,GS-FL-C,Messages_Satellite,4.6,29.2,1100.0,0.111
SES-188672,2026-08-01 12:58:10,Watch Ultra 2,v18.2.1,GS-LEO-08,GS-OR-D,Emergency_SOS,19.05,36.0,666.0,0.035
SES-188673,2026-08-10 09:36:05,iPhone 17 Pro,v18.2.0-b2,GS-LEO-16,GS-FL-C,Messages_Satellite,10.11,23.6,940.0,0.0693
SES-188674,2026-08-06 16:06:54,iPhone 15 Pro,v18.1.0,GS-LEO-12,GS-OR-D,Roadside_Assistance,14.49,74.4,856.0,0.086
SES-188675,2026-08-22 05:07:19,iPhone 15 Pro,v18.2.1,GS-LEO-16,GS-OR-D,Messages_Satellite,5.01,81.7,1163.0,0.0705
SES-188676,2026-08-29 15:45:59,iPhone 17 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Messages_Satellite,13.71,72.6,2843.0,0.0518
SES-188677,2026-08-15 00:43:14,iPhone 17 Pro,v18.2.1,GS-LEO-11,GS-FL-C,FindMy_Ping,13.38,63.9,864.0,0.0399
SES-188678,2026-08-24 04:43:09,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Roadside_Assistance,10.78,78.7,893.0,0.0393
SES-188679,2026-08-14 00:22:22,iPhone 16 Pro,v18.2.1,GS-LEO-02,GS-OR-D,Messages_Satellite,13.24,17.5,826.0,0.0738
SES-188680,2026-08-12 17:40:36,iPhone 15 Pro,v18.1.0,GS-LEO-08,GS-CA-B,FindMy_Ping,11.23,42.2,921.0,0.4658
SES-188681,2026-08-13 15:17:35,iPhone 16 Pro,v18.2.1,GS-LEO-08,GS-OR-D,Emergency_SOS,9.06,67.6,902.0,0.0835
SES-188682,2026-08-05 04:05:17,iPhone 16 Pro,v18.2.1,GS-LEO-22,GS-CA-B,Roadside_Assistance,3.63,16.1,1136.0,0.0425
SES-188683,2026-08-27 03:01:44,iPhone 15 Pro,v18.1.0,GS-LEO-20,GS-FL-C,Messages_Satellite,12.0,17.5,928.0,0.0561
SES-188684,2026-08-26 18:22:36,iPhone 16 Pro,v18.1.0,GS-LEO-16,GS-OR-D,FindMy_Ping,9.72,23.3,896.0,0.0285
SES-188685,2026-08-06 08:34:02,iPhone 16 Pro,v18.2.1,GS-LEO-20,GS-CA-B,FindMy_Ping,10.39,34.6,1017.0,0.0415
SES-188686,2026-08-18 11:55:25,iPhone 15 Pro,v18.1.0,GS-LEO-10,GS-FL-C,Messages_Satellite,5.55,44.8,1028.0,0.0437
SES-188687,2026-08-31 17:00:55,iPhone 15 Pro,v18.1.0,GS-LEO-21,GS-FL-C,Roadside_Assistance,,70.3,1009.0,0.0385
SES-188688,2026-08-22 16:28:59,iPhone 15 Pro,v18.1.0,GS-LEO-12,GS-FL-C,Messages_Satellite,17.33,57.9,679.0,0.0879
SES-188689,2026-08-21 19:35:44,iPhone 15 Pro,v18.2.1,GS-LEO-14,GS-OR-D,FindMy_Ping,14.83,69.7,836.0,0.0951
SES-188690,2026-08-19 00:27:14,iPhone 16 Pro,v18.1.0,GS-LEO-06,GS-FL-C,Messages_Satellite,13.37,18.6,821.0,0.0405
SES-188691,2026-08-05 00:44:07,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-TX-A,Messages_Satellite,14.41,48.0,863.0,0.0795
SES-188692,2026-08-19 03:30:08,Watch Ultra 2,v18.2.0-b2,GS-LEO-14,GS-FL-C,Messages_Satellite,14.01,53.5,937.0,0.0295
SES-188693,2026-08-03 22:52:54,iPhone 16 Pro,v18.2.0-b2,GS-LEO-04,GS-FL-C,Messages_Satellite,18.09,44.2,808.0,0.0476
SES-188694,2026-08-07 21:43:45,iPhone 17 Pro,v18.1.0,GS-LEO-11,GS-TX-A,FindMy_Ping,9.16,19.3,990.0,0.0081
SES-188695,2026-08-05 16:44:05,iPhone 16 Pro,v18.1.0,GS-LEO-04,GS-CA-B,Messages_Satellite,17.2,64.4,791.0,0.0784
SES-188696,2026-08-25 20:04:58,Watch Ultra 2,v18.2.0-b2,GS-LEO-15,GS-TX-A,Roadside_Assistance,20.59,42.7,2261.0,0.0864
SES-188697,2026-08-20 11:29:20,Watch Ultra 2,v18.2.0-b2,GS-LEO-03,GS-CA-B,Roadside_Assistance,19.57,43.5,2528.0,0.1516
SES-188698,2026-08-13 15:46:38,iPhone 15 Pro,v18.2.1,GS-LEO-21,GS-OR-D,Messages_Satellite,7.61,30.9,1022.0,0.1739
SES-188699,2026-08-17 12:56:27,iPhone 17 Pro,v18.2.0-b2,GS-LEO-07,GS-TX-A,Roadside_Assistance,5.43,83.8,3360.0,0.0092
SES-188700,2026-08-30 12:34:45,iPhone 15 Pro,v18.2.1,GS-LEO-02,GS-OR-D,Emergency_SOS,15.2,26.6,849.0,0.0173
SES-188701,2026-08-28 04:38:52,iPhone 17 Pro,v18.2.1,GS-LEO-15,GS-FL-C,Messages_Satellite,12.19,83.2,961.0,0.0177
SES-188702,2026-08-07 17:45:32,Watch Ultra 2,v18.2.1,GS-LEO-17,GS-OR-D,Roadside_Assistance,13.84,82.7,918.0,0.073
SES-188703,2026-08-05 04:09:16,Watch Ultra 3,v18.2.1,GS-LEO-10,GS-FL-C,Roadside_Assistance,9.06,17.3,1071.0,0.1405
SES-188704,2026-08-28 22:04:44,iPhone 15 Pro,v18.1.0,GS-LEO-06,GS-FL-C,Roadside_Assistance,16.68,67.6,745.0,0.2793
SES-188705,2026-08-15 16:50:23,Watch Ultra 3,v18.2.0-b2,GS-LEO-12,GS-CA-B,Emergency_SOS,18.11,36.3,3243.0,0.1202
SES-188706,2026-08-06 16:19:49,iPhone 15 Pro,v18.2.0-b2,GS-LEO-16,GS-FL-C,Messages_Satellite,,56.1,1026.0,0.152
SES-188707,2026-08-18 17:11:31,Watch Ultra 3,v18.1.0,GS-LEO-13,GS-CA-B,Messages_Satellite,7.06,35.8,1034.0,0.1702
SES-188708,2026-08-05 02:23:01,iPhone 17 Pro,v18.1.0,GS-LEO-21,GS-FL-C,Emergency_SOS,9.67,74.9,983.0,0.0537
SES-188709,2026-08-24 01:46:22,Watch Ultra 3,v18.2.1,GS-LEO-19,GS-FL-C,Roadside_Assistance,12.61,77.3,904.0,0.1892
SES-188710,2026-08-20 19:35:44,iPhone 16 Pro,v18.2.1,GS-LEO-16,GS-FL-C,Emergency_SOS,7.51,25.5,976.0,0.1452
SES-188711,2026-08-12 22:43:00,Watch Ultra 3,v18.2.0-b2,GS-LEO-10,GS-CA-B,FindMy_Ping,8.7,64.6,2765.0,0.006
SES-188712,2026-08-25 20:06:09,Watch Ultra 2,v18.1.0,GS-LEO-06,GS-FL-C,Messages_Satellite,17.34,84.2,658.0,0.0183
SES-188713,2026-08-20 19:56:55,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-TX-A,FindMy_Ping,11.44,71.0,831.0,0.0371
SES-188714,2026-08-05 06:58:35,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-TX-A,Emergency_SOS,10.47,20.0,970.0,0.1539
SES-188715,2026-08-27 18:55:13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Messages_Satellite,3.62,18.4,1111.0,0.3978
SES-188716,2026-08-30 14:57:24,iPhone 17 Pro,v18.1.0,GS-LEO-12,GS-CA-B,Emergency_SOS,9.64,35.9,928.0,0.0745
SES-188717,2026-08-02 07:34:51,iPhone 15 Pro,v18.1.0,GS-LEO-05,GS-OR-D,Messages_Satellite,19.83,78.3,696.0,0.0933
